event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_mean_hop_3,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,weights_std_hop_3,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,hop_scalar_hop_3,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2,attention_norm_entropy_mean_hop_3,attention_mae_from_baseline_hop_3,attention_max_abs_diff_from_baseline_hop_3,attention_cosine_to_baseline_hop_3
forward,0,train,0,0.005,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[251, 4]","[251, 4]",,"[251, 4, 64]","[false, false, false, false]","[0.49860677123069763, 0.5055195689201355, 0.5033444762229919, 0.5058656930923462]",,,,0,,,0.48994186520576477,0.4907955527305603,0.5345852375030518,0.49106431007385254,0.03427000343799591,0.04137801378965378,0.0366864837706089,0.03697234392166138,0.49860677123069763,0.5055195689201355,0.5033444762229919,0.5058656930923462,,,,,,,,,,,,,,,,
backward,0,train,0,0.005,4,,,,,,,,,,,,0,0.05050667607813887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.005,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[251, 4]","[251, 4]",,"[251, 4, 64]","[false, false, false, false]","[0.49985674023628235, 0.5042697191238403, 0.5045820474624634, 0.5071154832839966]",,,,0,,,0.5334188938140869,0.49520179629325867,0.5459910035133362,0.5000615119934082,0.053413715213537216,0.0545622780919075,0.054828934371471405,0.05455358698964119,0.49985674023628235,0.5042697191238403,0.5045820474624634,0.5071154832839966,,,,,0.9891394972801208,nan,nan,nan,0.9916172623634338,nan,nan,nan,0.9923346638679504,nan,nan,nan
forward,0,test,0,0.005,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[251, 4]","[251, 4]",,"[251, 4, 64]","[false, false, false, false]","[0.49985674023628235, 0.5042697191238403, 0.5045820474624634, 0.5071154832839966]",,,,0,,,0.5334188938140869,0.49520179629325867,0.5459910035133362,0.5000615119934082,0.053413715213537216,0.0545622780919075,0.054828934371471405,0.05455358698964119,0.49985674023628235,0.5042697191238403,0.5045820474624634,0.5071154832839966,,,,,0.9891394972801208,nan,nan,nan,0.9916172623634338,nan,nan,nan,0.9923346638679504,nan,nan,nan
forward,50,train,0,0.00108,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[251, 4]","[251, 4]",,"[251, 4, 64]","[false, false, false, false]","[0.5173634886741638, 0.5218048095703125, 0.5292622447013855, 0.5165478587150574]",,,,0,,,0.9695807099342346,0.898381233215332,0.883499026298523,0.41270431876182556,0.05479852482676506,0.12198710441589355,0.10510213673114777,0.23465271294116974,0.5173634886741638,0.5218048095703125,0.5292622447013855,0.5165478587150574,,,,,,,,,,,,,,,,
backward,50,train,0,0.00108,4,,,,,,,,,,,,0,0.002448383077460448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,50,val,0,0.00108,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[251, 4]","[251, 4]",,"[251, 4, 64]","[false, false, false, false]","[0.5173717737197876, 0.5218238830566406, 0.5293080806732178, 0.5165949463844299]",,,,0,,,0.9705285429954529,0.9006400108337402,0.8848232626914978,0.41630589962005615,0.05357775092124939,0.11658360064029694,0.10342192649841309,0.23296548426151276,0.5173717737197876,0.5218238830566406,0.5293080806732178,0.5165949463844299,,,,,0.8596354126930237,0.1043420135974884,0.8792337775230408,0.9322876930236816,0.9580093622207642,0.014452888630330563,0.6330404281616211,0.9568037986755371,0.8678953647613525,0.017153991386294365,0.9107465744018555,0.7765378355979919
forward,50,test,0,0.00108,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[251, 4]","[251, 4]",,"[251, 4, 64]","[false, false, false, false]","[0.5173717737197876, 0.5218238830566406, 0.5293080806732178, 0.5165949463844299]",,,,0,,,0.9705285429954529,0.9006400108337402,0.8848232626914978,0.41630589962005615,0.05357775092124939,0.11658360064029694,0.10342192649841309,0.23296548426151276,0.5173717737197876,0.5218238830566406,0.5293080806732178,0.5165949463844299,,,,,0.8596354126930237,0.1043420135974884,0.8792337775230408,0.9322876930236816,0.9580093622207642,0.014452888630330563,0.6330404281616211,0.9568037986755371,0.8678953647613525,0.017153991386294365,0.9107465744018555,0.7765378355979919
forward,100,train,0,8.39808e-05,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[251, 4]","[251, 4]",,"[251, 4, 64]","[false, false, false, false]","[0.517492413520813, 0.5220656394958496, 0.530117928981781, 0.517302930355072]",,,,0,,,0.9702712297439575,0.8980764150619507,0.8843382596969604,0.41299334168434143,0.05383351445198059,0.1186792328953743,0.10495293140411377,0.23388288915157318,0.517492413520813,0.5220656394958496,0.530117928981781,0.517302930355072,,,,,,,,,,,,,,,,
backward,100,train,0,8.39808e-05,4,,,,,,,,,,,,0,0.0023782690146144695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,100,val,0,8.39808e-05,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[251, 4]","[251, 4]",,"[251, 4, 64]","[false, false, false, false]","[0.517492949962616, 0.5220671892166138, 0.5301215052604675, 0.5173083543777466]",,,,0,,,0.9705164432525635,0.9006631374359131,0.8856383562088013,0.41580745577812195,0.05340392887592316,0.11523770540952682,0.1014702171087265,0.23205703496932983,0.517492949962616,0.5220671892166138,0.5301215052604675,0.5173083543777466,,,,,0.8696967959403992,0.10006273537874222,0.857468843460083,0.9367969036102295,0.9644979238510132,0.013428030535578728,0.5887019634246826,0.962772786617279,0.8869724273681641,0.015793010592460632,0.8963477611541748,0.7938050031661987
forward,100,test,0,8.39808e-05,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[251, 4]","[251, 4]",,"[251, 4, 64]","[false, false, false, false]","[0.517492949962616, 0.5220671892166138, 0.5301215052604675, 0.5173083543777466]",,,,0,,,0.9705164432525635,0.9006631374359131,0.8856383562088013,0.41580745577812195,0.05340392887592316,0.11523770540952682,0.1014702171087265,0.23205703496932983,0.517492949962616,0.5220671892166138,0.5301215052604675,0.5173083543777466,,,,,0.8696967959403992,0.10006273537874222,0.857468843460083,0.9367969036102295,0.9644979238510132,0.013428030535578728,0.5887019634246826,0.962772786617279,0.8869724273681641,0.015793010592460632,0.8963477611541748,0.7938050031661987
